Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-17,98.19,114.0,82.9,94.73,1133,EQ,45,25.18,1112
2026-08-18,105.0,113.0,96.0,96.72,1720,EQ,67,25.67,1400
