Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-02-17,nan,nan,nan,16500.43,8600534.0,31.61,,,,
2026-02-18,nan,nan,nan,16580.1,6781673.0,31.76,,,,
2026-02-19,nan,nan,nan,16247.0,8623365.0,31.12,,,,
2026-02-20,nan,nan,nan,16211.04,6520786.0,31.05,,,,
2026-02-23,nan,nan,nan,16384.76,6812236.0,31.38,,,,
2026-02-24,nan,nan,nan,16313.85,6686024.0,31.25,,,,
2026-02-25,nan,nan,nan,16355.79,5330359.0,31.33,,,,
2026-02-26,nan,nan,nan,16322.57,14253709.0,31.27,,,,
2026-02-27,nan,nan,nan,15992.6,16807100.0,30.63,,,,
2026-03-02,nan,nan,nan,15769.54,8960390.0,30.21,,,,
2026-03-04,nan,nan,nan,15331.35,7884505.0,29.37,,,,
2026-03-05,nan,nan,nan,15443.98,7713694.0,29.58,,,,
2026-03-06,nan,nan,nan,15192.87,6584526.0,29.1,,,,
2026-03-09,nan,nan,nan,14571.07,10039915.0,27.91,,,,
2026-03-10,nan,nan,nan,14762.91,8005302.0,28.28,,,,
2026-03-11,nan,nan,nan,14700.64,12718251.0,28.16,,,,
2026-03-12,nan,nan,nan,14519.73,10881919.0,27.81,,,,
2026-03-13,nan,nan,nan,14020.92,13123619.0,26.86,,,,
2026-03-16,nan,nan,nan,14259.11,13642474.0,27.31,,,,
2026-03-17,nan,nan,nan,14380.72,7129171.0,27.55,,,,
2026-03-18,nan,nan,nan,14588.22,7506129.0,27.94,,,,
2026-03-19,nan,nan,nan,14056.57,7713551.0,26.92,,,,
2026-03-20,nan,nan,nan,14114.72,8637305.0,27.04,,,,
2026-03-23,nan,nan,nan,13534.81,13516151.0,25.93,,,,
2026-03-24,nan,nan,nan,13904.06,12434230.0,26.63,,,,
2026-03-25,nan,nan,nan,14411.62,11756141.0,27.6,,,,
2026-03-27,nan,nan,nan,14106.63,15145311.0,27.02,,,,
2026-03-30,nan,nan,nan,13767.34,12624738.0,26.71,,,,
2026-04-01,nan,nan,nan,14052.41,7670888.0,27.26,,,,
2026-04-02,nan,nan,nan,13977.28,5341961.0,27.12,,,,
2026-04-06,nan,nan,nan,14341.62,6446081.0,27.82,,,,
2026-04-07,nan,nan,nan,14212.94,6647477.0,27.57,,,,
2026-04-08,nan,nan,nan,14962.26,15862966.0,29.03,,,,
2026-04-09,nan,nan,nan,14778.46,9247555.0,28.67,,,,
2026-04-10,nan,nan,nan,15038.65,7845952.0,29.18,,,,
2026-04-13,nan,nan,nan,14854.59,6858856.0,28.82,,,,
2026-04-15,nan,nan,nan,15119.75,9902043.0,29.33,,,,
2026-04-16,nan,nan,nan,15183.35,7327384.0,29.46,,,,
2026-04-17,nan,nan,nan,15245.35,6631792.0,29.61,,,,
2026-04-20,nan,nan,nan,15347.3,27356970.0,29.81,,,,
2026-04-21,nan,nan,nan,15463.96,17190251.0,30.03,,,,
2026-04-22,nan,nan,nan,15543.59,7543433.0,30.19,,,,
2026-04-23,nan,nan,nan,15295.03,17707666.0,29.71,,,,
2026-04-24,nan,nan,nan,15128.19,9491668.0,29.38,,,,
2026-04-27,nan,nan,nan,15288.71,38244649.0,29.69,,,,
2026-04-28,nan,nan,nan,15122.56,9231997.0,29.14,,,,
2026-04-29,nan,nan,nan,15070.69,7476861.0,29.04,,,,
2026-04-30,nan,nan,nan,14831.55,9305875.0,28.64,,,,
