Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-15,nan,nan,nan,3296.05,181775693.0,107.29,,,,
2026-06-16,nan,nan,nan,3313.43,192706730.0,107.86,,,,
2026-06-17,nan,nan,nan,3386.69,162299810.0,110.24,,,,
2026-06-18,nan,nan,nan,3418.25,176250917.0,111.27,,,,
2026-06-22,nan,nan,nan,3470.53,266382537.0,112.94,,,,
2026-06-29,nan,nan,nan,3430.1,179537591.0,111.63,,,,
2026-07-06,nan,nan,nan,3550.54,123852212.0,122.13,,,,
2026-07-20,nan,nan,nan,3500.38,98339499.0,120.47,,,,
2026-08-06,nan,nan,nan,3666.3,224458453.0,118.94,,,,
2026-08-27,nan,nan,nan,3690.49,131531434.0,116.7,,,,
2026-08-28,nan,nan,nan,3675.18,122719926.0,116.21,,,,
2026-08-31,nan,nan,nan,3699.0,523119969.0,116.96,,,,
2026-09-01,nan,nan,nan,3667.48,119150525.0,115.97,,,,
2026-09-02,nan,nan,nan,3658.69,131418911.0,115.69,,,,
