Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-17,96.03,96.03,96.0,96.0,1058,EQ,2,529.0,1058
2026-08-18,99.0,99.0,96.06,96.06,522,EQ,3,174.0,522
