Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-17,1150.0,1170.0,1108.0,1148.6,1553,EQ,111,13.99,1361
2026-08-18,1174.9,1190.0,1120.1,1146.1,3434,EQ,342,10.04,1725
