Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-03,55.2,57.9,52.45,57.15,2076000,ST,472,4398.31,2066000
2026-08-04,56.05,59.3,56.05,59.05,298000,ST,80,3725.0,292000
