Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-22,nan,nan,nan,2454.53,9682531.0,26.8,,,,
2026-06-29,nan,nan,nan,2402.26,11139795.0,26.23,,,,
2026-07-06,nan,nan,nan,2558.56,26387488.0,26.28,,,,
