Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-04-20,1747.0,1770.0,1650.0,1662.6,10069,EQ,820,12.28,5942
2026-04-21,1680.0,1687.95,1561.0,1586.5,23161,EQ,2353,9.84,15089
2026-04-22,1580.0,1667.8,1564.05,1641.8,23224,EQ,2143,10.84,13435
2026-04-23,1636.0,1737.45,1630.85,1683.65,24214,EQ,2970,8.15,12247
2026-04-24,1708.9,1729.95,1600.0,1621.5,12279,EQ,1601,7.67,7531
2026-04-27,1637.5,1674.0,1590.0,1595.35,18186,EQ,2055,8.85,10968
2026-04-28,1599.05,1660.4,1590.0,1606.85,12797,EQ,1717,7.45,8013
2026-04-29,1622.85,1653.7,1590.0,1596.45,8405,EQ,960,8.76,5437
2026-04-30,1601.95,1640.0,1564.0,1579.55,9092,EQ,1160,7.84,5592
2026-05-04,1589.7,1667.0,1581.0,1656.7,16211,EQ,2128,7.62,11646
2026-05-05,1602.1,1713.9,1602.1,1664.2,14370,EQ,2149,6.69,7802
2026-05-06,1668.0,1769.0,1632.1,1732.4,20336,EQ,2397,8.48,11028
2026-05-07,1745.0,1756.0,1675.0,1727.0,13414,EQ,2426,5.53,7151
2026-05-08,1735.0,1768.1,1714.0,1743.8,9603,EQ,1191,8.06,5155
