Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-17,149.95,149.95,149.95,149.95,150,EQ,8,18.75,150
2026-08-18,149.0,154.95,148.0,151.33,247,EQ,25,9.88,231
2026-08-19,152.0,152.0,150.8,150.8,146,EQ,12,12.17,139
2026-08-21,151.0,151.1,145.0,146.44,54,EQ,6,9.0,39
2026-08-24,170.05,170.05,147.0,147.13,1889,EQ,57,33.14,977
2026-08-25,150.07,153.0,150.0,153.0,257,EQ,14,18.36,257
