Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-06,nan,nan,nan,6155.52,520571917.0,23.02,,,,
2026-08-27,nan,nan,nan,6113.9,443179325.0,22.7,,,,
