Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-17,2.14,2.18,1.72,2.11,298436,EQ,428,697.28,236547
2026-08-18,2.14,2.19,2.01,2.15,408564,EQ,577,708.08,323163
